,Name,RA2000,DEC2000,MWA_072-103_S,MWA_072-103_dS,MWA_103-134_S,MWA_103-134_dS,MWA_139-170_S,MWA_139-170_dS,MWA_170-231_S,MWA_170-231_dS,MOST_70cm_S,MOST_70cm_dS,SUMSS_40cm_S,SUMSS_40cm_dS,ATCA_20cm_S,ATCA_20cm_dS,PMN_6cm_S,PMN_6cm_dS,ATCA_6cm_S,ATCA_6cm_dS,AT20G_6cm_S,AT20G_6cm_dS,ATCA_3cm_S,ATCA_3cm_dS,AT20G_3cm_S,AT20G_3cm_dS,AT20G_2cm_S,AT20G_2cm_dS,alpha,alpha_err,alpha_N
178,052846-675650,05:28:46.63,-67:56:51.0,,,,,,,,,,,,,4.18,0.50,,,,,,,,,,,,,,,
179,052847-690030,05:28:47.16,-69:00:30.2,,,,,,,,,,,,,10.0,1.3,,,,,,,,,,,,,,,
180,061030-700234,06:10:30.24,-70:02:34.4,403,61,576,26,693,16,732,13,810,60,431,13,253,25,73.0,7.0,,,,,,,,,,,-0.46,0.13,8
181,052853-632639,05:28:53.54,-63:26:39.8,,,,,,,,,,,9.70,0.90,4.64,0.52,,,,,,,,,,,,,-1.45,0.44,2
182,052853-682343,05:28:54.12,-68:23:47.4,,,,,,,,,,,7.8,1.1,2.56,0.26,,,,,,,,,,,,,-2.20,0.57,2
183,052855-670258,05:28:55.68,-67:02:58.2,,,,,,,,,,,9.0,1.4,4.32,0.55,,,,,,,,,,,,,-1.45,0.71,2
184,052858-635842,05:28:58.27,-63:58:42.6,,,,,,,,,,,16.6,1.3,,,,,,,,,,,,,,,,,
185,052859-671257,05:28:59.23,-67:12:57.2,,,,,,,,,,,,,2.66,0.27,,,,,,,,,,,,,,,
186,052903-630024,05:29:03.38,-63:00:24.8,,,,,,,,,,,7.5,1.1,,,,,,,,,,,,,,,,,
187,052907-631847,05:29:07.78,-63:18:47.2,,,,,,,,,,,16.3,1.1,9.33,0.97,,,,,,,,,,,,,-1.10,0.39,2
188,052908-635839,05:29:08.57,-63:58:39.0,,,,,92,23,,,,,24.2,3.3,,,,,,,,,,,,,,,-0.79,0.73,2
189,052914-625715,05:29:14.59,-62:57:15.8,,,,,,,,,,,15.8,1.0,,,,,,,,,,,,,,,,,
190,052915-673809,05:29:15.77,-67:38:09.2,,,,,227,60,175,40,,,29.1,1.7,26.0,2.6,,,6.31,0.74,,,,,,,,,-1.04,0.33,5
191,044159-720237,04:41:59.18,-72:02:37.7,,,213,26,195,15,144,12,,,55.7,2.0,29.2,2.9,,,,,,,,,,,,,-0.79,0.17,5
192,052924-632047,05:29:24.24,-63:20:47.0,,,,,,,,,,,16.0,1.0,8.71,0.90,,,,,,,,,,,,,-1.20,0.36,2
193,052925-663420,05:29:25.82,-66:34:20.7,,,,,,,,,,,,,2.79,0.29,,,,,,,,,,,,,,,
194,052928-651917,05:29:28.03,-65:19:17.1,,,,,,,,,,,8.4,1.1,3.70,0.50,,,,,,,,,,,,,-1.62,0.60,2
195,052930-640928,05:29:30.65,-64:09:29.1,,,,,,,,,,,26.3,1.2,12.7,1.3,,,,,,,,,,,,,-1.43,0.58,2
196,052933-691006,05:29:33.43,-69:10:06.3,,,,,,,,,,,17.4,1.4,10.8,1.2,,,4.04,0.95,,,,,,,,,-0.83,0.21,3
197,052934-655438,05:29:34.56,-65:54:38.9,,,,,,,,,,,22.2,1.2,12.6,1.3,,,3.07,0.40,,,,,,,,,-1.131,0.096,3
198,052938-640809,05:29:38.16,-64:08:09.2,455,53,349,26,326,18,,,,,59.2,2.0,13.1,1.3,,,,,,,,,,,,,-1.19,0.15,5
199,052941-625921,05:29:41.86,-62:59:21.8,,,,,,,,,,,26.7,1.2,,,,,,,,,,,,,,,,,
200,052944-632825,05:29:44.09,-63:28:25.3,,,,,,,,,,,11.10,0.90,6.03,0.66,,,,,,,,,,,,,-1.21,0.42,2
201,052946-713804,05:29:46.61,-71:38:04.2,,,,,,,,,,,16.30,0.90,9.28,0.95,,,2.02,0.31,,,,,,,,,-1.199,0.088,3
202,055048-703432,05:50:48.50,-70:34:32.9,1070,160,803,56,676,26,539,16,,,125.6,3.9,68.5,6.9,,,16.2,1.6,,,5.30,0.59,,,,,-1.12,0.10,8
203,052949-683744,05:29:49.97,-68:37:45.1,,,,,,,,,,,,,6.7,1.1,,,,,,,,,,,,,,,
204,052950-633916,05:29:51.00,-63:39:16.2,,,127,34,123,17,114,16,,,36.1,1.4,21.2,2.1,,,,,,,,,,,,,-0.75,0.31,5
205,052951-674932,05:29:51.46,-67:49:32.2,990,120,944,59,860,33,771,26,,,318.1,9.6,216,22,88.0,8.0,69.4,6.9,,,32.2,3.2,,,,,-0.715,0.084,8
206,053000-631906,05:30:00.65,-63:19:06.6,581,50,486,27,405,16,362,13,,,113.9,4.7,67.2,6.7,,,,,,,,,,,,,-0.78,0.11,6
207,053001-634710,05:30:01.27,-63:47:10.7,,,,,102,20,97,17,,,28.6,3.0,9.01,0.90,,,,,,,,,,,,,-1.05,0.34,4
208,053007-630818,05:30:07.08,-63:08:18.6,,,,,,,,,,,108.4,3.4,,,,,,,,,,,,,,,,,
209,053009-634827,05:30:09.43,-63:48:27.7,,,,,,,,,,,13.6,1.3,3.92,0.39,,,,,,,,,,,,,-2.45,0.56,2
210,053011-673628,05:30:11.02,-67:36:28.1,,,,,,,,,,,12.2,1.5,11.7,1.2,,,3.42,0.44,,,,,,,,,-0.78,0.16,3
211,053012-741110,05:30:12.74,-74:11:10.3,3161,59,2595,26,2295,16,1882,12,,,660,25,367,37,119.0,9.0,,,,,,,,,,,-0.816,0.070,7
212,053015-644737,05:30:15.00,-64:47:37.3,,,,,,,,,,,8.5,1.5,2.54,0.26,,,,,,,,,,,,,-2.38,0.75,2
213,054333-704654,05:43:33.62,-70:46:54.1,,,734,94,590,55,449,32,,,131.8,5.8,95.2,9.5,31.0,6.0,20,100,,,7.46,0.87,,,,,-1.0,1.3,7
214,053023-681323,05:30:23.83,-68:13:23.9,,,,,,,,,,,17.3,1.2,10.6,1.1,,,1.68,0.36,,,,,,,,,-1.36,0.11,3
215,053024-653941,05:30:24.14,-65:39:41.8,,,,,,,,,,,,,3.51,0.45,,,,,,,,,,,,,,,
216,053027-625805,05:30:27.65,-62:58:05.5,,,,,,,,,,,9.30,0.90,,,,,,,,,,,,,,,,,
217,053030-625328,05:30:30.84,-62:53:28.7,,,,,,,,,,,20.8,1.1,,,,,,,,,,,,,,,,,
218,053031-741912,05:30:31.63,-74:19:12.4,747,47,741,23,636,15,517,12,,,136.2,4.4,,,,,,,,,,,,,,,-0.81,0.19,5
219,053043-645550,05:30:43.94,-64:55:50.5,,,,,,,,,,,15.2,1.5,8.99,0.93,,,,,,,,,,,,,-1.04,0.54,2
220,053055-635101,05:30:55.10,-63:51:01.8,,,,,,,,,,,30.4,1.5,17.5,1.8,,,,,,,,,,,,,-1.09,0.35,2
221,053055-702241,05:30:55.73,-70:22:41.9,,,,,,,,,,,,,2.59,0.27,,,,,,,,,,,,,,,
222,053056-704257,05:30:56.11,-70:42:58.0,,,,,,,,,,,7.3,1.0,6.66,0.70,,,1.86,0.36,,,,,,,,,-0.83,0.14,3
223,053057-664842,05:30:57.46,-66:48:42.1,1570,110,1236,49,1003,23,784,18,,,255,10,159,16,53.0,7.0,47.1,4.7,,,23.5,2.4,,,,,-0.886,0.063,8
224,052509-744823,05:25:09.12,-74:48:23.8,,,238,39,179,18,139,13,,,50.8,1.9,,,,,,,,,,,,,,,-0.77,0.30,4
225,060035-701218,06:00:35.26,-70:12:18.4,404,99,375,34,326,17,309,13,,,145.8,4.5,104,10,43.0,7.0,,,,,,,,,,,-0.55,0.21,7
226,053105-664335,05:31:05.64,-66:43:35.8,,,,,,,,,,,,,2.40,0.25,,,,,,,,,,,,,,,
227,053106-654440,05:31:06.36,-65:44:40.6,1296,71,948,39,761,19,606,15,,,155.2,4.7,75.0,7.5,,,9.61,0.96,,,,,,,,,-1.172,0.068,7
228,053109-632035,05:31:09.43,-63:20:35.5,,,,,,,,,,,12.00,0.80,6.22,0.66,,,,,,,,,,,,,-1.30,0.35,2
229,053110-662820,05:31:10.99,-66:28:19.9,,,257,63,146,20,127,17,,,44.7,1.7,24.9,2.5,,,4.65,0.64,,,,,,,,,-0.99,0.22,6
230,053111-721331,05:31:11.11,-72:13:31.8,,,,,,,,,,,8.30,0.90,5.03,0.55,,,,,,,,,,,,,-0.99,0.48,2
231,053113-665133,05:31:13.32,-66:51:33.8,,,,,,,,,,,,,16.2,1.9,,,,,,,,,,,,,,,
232,053114-635057,05:31:14.69,-63:50:57.1,,,,,,,,,,,7.7,1.3,4.99,0.64,,,,,,,,,,,,,-0.86,0.73,2
233,053121-661301,05:31:21.22,-66:13:01.2,,,,,,,,,,,9.3,1.0,5.82,0.65,,,,,,,,,,,,,-0.93,0.50,2
234,053122-630125,05:31:22.78,-63:01:25.7,,,,,,,,,,,8.30,0.90,,,,,,,,,,,,,,,,,
235,053131-714841,05:31:31.68,-71:48:41.8,,,,,,,,,,,11.9,1.5,2.91,0.56,,,,,,,,,,,,,-2.78,0.71,2
236,061215-694409,06:12:15.82,-69:44:09.2,,,185,28,118,16,99,14,,,23.0,2.0,15.0,1.5,,,,,,,,,,,,,-1.00,0.22,5
237,053135-651756,05:31:35.66,-65:17:56.4,,,,,,,,,,,9.3,1.7,4.82,0.54,,,,,,,,,,,,,-1.30,0.82,2
238,053149-672132,05:31:49.42,-67:21:32.4,,,,,,,,,,,,,12.0,1.5,,,,,,,,,,,,,,,
239,053150-664020,05:31:50.06,-66:40:20.3,,,,,,,,,,,10.1,1.4,5.41,0.59,,,,,,,,,,,,,-1.23,0.65,2
240,053153-655931,05:31:53.28,-65:59:31.9,,,,,,,,,,,12.30,0.90,7.99,0.84,,,2.37,0.31,,,,,,,,,-0.947,0.097,3
241,053200-725939,05:32:00.07,-72:59:39.5,,,,,,,,,,,,,5.17,0.56,,,,,,,,,,,,,,,
242,053203-655208,05:32:03.38,-65:52:08.4,,,,,,,,,,,56.9,1.9,,,,,9.70,0.97,,,4.89,0.63,,,,,-1.041,0.075,3
243,053207-634311,05:32:07.80,-63:43:12.0,,,,,92,15,96,14,,,26.1,1.6,11.3,1.2,,,,,,,,,,,,,-0.96,0.26,4
244,053216-702357,05:32:16.10,-70:23:57.5,,,,,,,,,,,26.5,1.3,15.3,1.6,,,3.58,0.40,,,,,,,,,-1.148,0.085,3
245,053219-670513,05:32:19.46,-67:05:13.9,,,,,,,,,,,12.1,1.0,8.50,0.88,,,3.02,0.41,,,,,,,,,-0.80,0.12,3
246,053230-713644,05:32:30.53,-71:36:45.0,,,,,,,,,,,7.80,0.80,3.36,0.44,,,,,,,,,,,,,-1.66,0.46,2
247,050118-713356,05:01:18.77,-71:33:56.2,504,63,437,32,352,19,293,15,,,57.2,1.9,30.7,3.1,,,7.54,0.79,,,3.66,0.56,,,,,-1.100,0.083,8
248,053237-655633,05:32:37.03,-65:56:33.3,,,,,,,,,,,,,3.05,0.58,,,,,,,,,,,,,,,
249,053245-654348,05:32:45.82,-65:43:48.7,,,,,,,,,,,14.1,1.2,5.70,0.63,,,,,,,,,,,,,-1.79,0.47,2
250,053248-634816,05:32:48.38,-63:48:16.6,11704,55,9026,24,7286,14,5697,12,3520,80,1654,50,925,93,264,15,,,,,,,,,,,-0.939,0.060,8
251,053250-682007,05:32:50.35,-68:20:07.1,,,,,258,38,198,23,,,38.2,1.5,22.1,2.2,,,2.24,0.37,,,,,,,,,-1.34,0.18,5
252,053251-704843,05:32:51.24,-70:48:43.2,,,,,,,,,,,9.50,0.90,5.20,0.52,,,,,,,,,,,,,-1.19,0.53,2
253,053304-744430,05:33:04.51,-74:44:30.5,,,,,,,,,,,8.2,1.3,,,,,,,,,,,,,,,,,
254,053314-691247,05:33:14.74,-69:12:47.9,,,,,,,281,53,,,61.0,2.7,37.9,4.0,,,9.5,1.2,,,4.43,0.66,,,,,-1.09,0.25,5
255,053316-721013,05:33:16.25,-72:10:13.8,,,,,,,,,,,,,2.36,0.24,,,,,,,,,,,,,,,
256,053322-711412,05:33:22.08,-71:14:12.8,,,,,,,,,,,10.1,1.2,7.02,0.73,,,2.26,0.30,,,,,,,,,-0.87,0.14,3
257,053334-662116,05:33:34.49,-66:21:16.2,,,,,135,20,155,20,,,33.3,1.4,17.1,1.7,,,6.50,0.76,,,,,,,,,-0.95,0.17,5
258,060510-695016,06:05:10.78,-69:50:16.4,678,66,459,27,398,17,319,14,,,79.4,2.5,43.4,4.4,,,,,,,,,,,,,-0.97,0.13,6
259,053337-670237,05:33:37.73,-67:02:37.3,,,,,,,,,,,12.2,1.4,5.11,0.56,,,,,,,,,,,,,-1.72,0.58,2
260,053338-682045,05:33:38.33,-68:20:46.0,,,,,,,,,,,,,2.87,0.30,,,,,,,,,,,,,,,
261,053342-664529,05:33:42.17,-66:45:29.2,,,,,,,,,,,20.1,1.2,13.3,1.4,,,3.13,0.39,,,,,,,,,-1.082,0.098,3
262,053343-745243,05:33:43.85,-74:52:43.7,,,,,,,,,,,18.9,1.2,,,,,,,,,,,,,,,,,
263,053349-625303,05:33:49.68,-62:53:03.1,,,151,27,126,13,107,15,,,20.3,1.2,,,,,,,,,,,,,,,-1.06,0.31,4
264,053350-714728,05:33:50.52,-71:47:28.7,520,110,398,39,342,19,258,13,,,88.7,3.8,50.9,5.1,,,2.23,0.44,,,3.28,0.57,,,,,-1.19,0.13,8
265,053351-632221,05:33:51.79,-63:22:21.0,,,160,40,125,17,96,12,,,17.30,0.90,8.78,0.91,,,,,,,,,,,,,-1.19,0.30,5
266,053401-695846,05:34:01.39,-69:58:46.9,,,,,,,,,,,34.0,1.7,,,,,6.78,0.76,,,3.26,0.33,,,,,-0.985,0.091,3
267,053404-695825,05:34:04.06,-69:58:25.7,,,,,,,,,,,,,,,,,6.78,0.76,,,4.20,0.42,,,,,-0.82,0.30,2
268,053417-653809,05:34:17.59,-65:38:09.6,,,,,,,,,,,8.8,1.0,7.11,0.75,,,,,,,,,,,,,-0.42,0.51,2
269,043704-714819,04:37:04.44,-71:48:19.8,,,182,26,164,16,207,13,,,317.7,9.6,136,14,300,17,,,,,,,,,,,0.10,0.14,6
270,053422-700328,05:34:22.20,-70:03:28.4,,,,,,,,,,,16.6,1.3,14.0,1.4,,,3.59,0.46,,,2.34,0.24,,,,,-0.895,0.075,4
271,053434-670958,05:34:34.20,-67:09:58.7,,,,,,,,,,,,,58.7,5.9,,,12.2,1.2,,,5.56,0.67,,,,,-1.283,0.065,3
272,053434-670959,05:34:34.20,-67:09:59.0,615,99,514,48,429,29,370,24,,,103.8,5.1,58.7,5.9,,,11.1,1.1,,,,,,,,,-0.98,0.13,7
273,053434-702654,05:34:34.54,-70:26:55.0,,,,,228,41,171,25,,,56.2,3.1,36.9,3.7,,,7.19,0.72,,,2.60,0.26,,,,,-1.07,0.17,6
274,053435-625104,05:34:35.90,-62:51:04.7,,,,,,,,,,,22.4,1.1,,,,,,,,,,,,,,,,,
275,053436-670640,05:34:36.65,-67:06:41.0,,,,,,,,,,,29.7,1.4,16.0,1.6,,,4.20,0.53,,,,,,,,,-1.11,0.10,3
276,053447-675556,05:34:47.95,-67:55:56.3,620,150,499,53,430,28,378,21,,,105.9,3.3,65.2,6.5,,,17.0,1.7,,,8.60,0.92,,,,,-0.93,0.15,8
277,053451-630459,05:34:51.98,-63:04:59.9,,,,,,,,,,,23.8,1.3,,,,,,,,,,,,,,,,,
278,053458-703412,05:34:58.80,-70:34:12.0,,,,,176,41,135,23,,,54.6,2.9,36.2,3.6,,,10.3,1.1,,,,,,,,,-0.79,0.26,5
279,053516-710225,05:35:16.27,-71:02:25.8,,,,,,,,,,,,,4.24,0.50,,,,,,,,,,,,,,,
280,054629-702637,05:46:29.23,-70:26:37.7,2260,200,1592,84,1227,45,1009,29,,,221.9,6.7,109,11,,,18.9,1.9,,,6.48,0.74,,,,,-1.238,0.070,8
281,053518-703851,05:35:18.43,-70:38:51.0,,,,,,,,,,,,,4.59,0.63,,,,,,,,,,,,,,,
282,053523-712215,05:35:23.71,-71:22:15.6,,,,,,,,,,,7.20,0.80,4.99,0.54,,,,,,,,,,,,,-0.72,0.45,2
283,053524-671834,05:35:24.96,-67:18:34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,053526-671704,05:35:26.88,-67:17:04.6,,,,,,,,,,,,,90.8,9.1,,,26.1,2.6,,,9.42,0.94,,,,,-1.20,0.10,3
285,053526-712731,05:35:26.47,-71:27:31.7,,,,,,,,,,,10.00,0.80,4.71,0.50,,,,,,,,,,,,,-1.49,0.38,2
286,053527-671700,05:35:27.22,-67:17:00.6,1374,99,1076,42,912,28,,,,,203.8,8.1,,,,,26.1,2.6,,,,,,,,,-0.983,0.075,5
287,053530-655916,05:35:30.24,-65:59:16.4,,,,,,,,,,,181.4,7.7,110,11,,,,,,,4.51,0.71,,,,,-1.62,0.11,3
288,053533-733734,05:35:33.86,-73:37:34.7,,,,,,,,,,,8.3,1.8,2.91,0.30,,,,,,,,,,,,,-2.07,0.91,2
289,053543-624921,05:35:43.58,-62:49:21.4,,,,,92,21,79,13,,,15.6,1.1,,,,,,,,,,,,,,,-1.08,0.45,3
290,053554-722717,05:35:54.00,-72:27:18.0,,,194,35,203,21,181,15,,,57.7,2.9,30.9,3.1,,,,,,,,,,,,,-0.77,0.23,5
291,060135-695545,06:01:35.23,-69:55:45.1,1835,74,1474,31,1233,17,1018,13,880,170,313.4,9.4,188,19,53.0,7.0,,,,,,,,,,,-0.88,0.10,8
292,053558-681043,05:35:58.61,-68:10:43.7,,,,,,,,,,,,,2.46,0.25,,,,,,,,,,,,,,,
293,053601-663030,05:36:01.73,-66:30:30.2,,,,,,,,,,,12.7,1.4,4.54,0.51,,,,,,,,,,,,,-2.03,0.58,2
294,053601-712929,05:36:01.92,-71:29:29.0,790,110,608,49,501,27,,,,,78.4,2.5,44.6,4.5,,,16.2,1.6,,,10.5,1.1,,,,,-0.97,0.11,7
295,053610-664350,05:36:10.10,-66:43:50.2,,,,,,,,,,,10.30,0.90,4.93,0.49,,,,,,,,,,,,,-1.46,0.40,2
296,053611-631514,05:36:11.90,-63:15:14.0,,,,,58,14,66,16,,,10.8,1.1,4.77,0.48,,,,,,,,,,,,,-1.19,0.38,4
297,053627-651543,05:36:27.86,-65:15:43.2,,,,,,,,,,,8.70,0.80,4.53,0.50,,,,,,,,,,,,,-1.29,0.42,2
298,053635-735019,05:36:35.28,-73:50:19.3,526,54,432,32,355,20,301,14,,,80.5,4.9,43.0,4.3,,,,,,,,,,,,,-0.91,0.14,6
299,053643-711333,05:36:43.87,-71:13:33.6,,,419,67,306,30,261,19,,,65.2,2.1,37.1,3.7,,,8.34,0.86,,,2.13,0.32,,,,,-1.16,0.12,7
300,053646-712626,05:36:46.87,-71:26:26.2,,,,,,,,,,,10.70,0.90,6.16,0.66,,,,,,,,,,,,,-1.09,0.42,2
301,053647-672850,05:36:47.90,-67:28:50.2,,,,,,,,,,,9.8,1.6,12.2,1.9,,,,,,,,,,,,,0.44,0.93,2
302,045253-713407,04:52:53.30,-71:34:07.3,,,221,31,169,17,163,15,,,37.6,1.4,20.9,2.1,,,4.69,0.50,,,,,,,,,-1.03,0.13,6
303,053653-650548,05:36:53.38,-65:05:48.1,,,,,,,,,,,,,3.35,0.42,,,,,,,,,,,,,,,
304,053659-681809,05:36:59.30,-68:18:09.7,,,,,,,,,,,12.1,1.7,3.16,0.46,,,,,,,,,,,,,-2.65,0.73,2
305,053730-684208,05:37:30.58,-68:42:09.0,,,,,,,,,,,24.0,1.7,22.0,2.3,,,4.70,0.56,,,,,,,,,-0.99,0.12,3
306,053730-695314,05:37:30.77,-69:53:14.6,,,,,,,,,,,12.3,1.5,6.60,0.67,,,,,,,,,,,,,-1.23,0.61,2
307,053743-711232,05:37:43.34,-71:12:32.0,,,,,,,,,,,11.8,1.1,11.3,1.2,,,2.16,0.42,,,,,,,,,-1.04,0.13,3
308,053749-642033,05:37:49.56,-64:20:33.0,,,,,,,,,,,13.1,1.0,7.48,0.77,,,,,,,,,,,,,-1.11,0.40,2
309,053749-662956,05:37:49.20,-66:29:56.8,,,,,,,,,,,7.4,1.0,4.10,0.42,,,,,,,,,,,,,-1.17,0.54,2
310,053801-722107,05:38:01.85,-72:21:07.9,,,,,,,,,,,9.3,1.0,15.7,1.6,,,,,,,,,,,,,1.03,0.48,2
311,053803-662259,05:38:03.10,-66:22:59.2,560,190,350,48,260,21,175,16,,,67.7,3.6,49.7,5.1,,,12.6,1.3,,,8.7,1.2,,,,,-0.87,0.21,8
312,053804-695335,05:38:04.66,-69:53:35.9,,,,,710,150,630,81,,,135.7,4.3,77.2,7.8,,,9.01,0.94,,,6.27,0.71,,,,,-1.23,0.14,6
313,052117-710219,05:21:17.93,-71:02:19.3,530,110,349,40,288,23,236,16,,,73.8,2.4,43.6,4.4,,,12.2,1.2,,,6.36,0.70,,,,,-0.93,0.13,8
314,053808-704927,05:38:08.33,-70:49:27.5,,,,,,,,,,,42.1,1.6,25.6,2.6,,,7.08,0.78,,,2.78,0.28,,,,,-1.136,0.050,4
315,053814-671825,05:38:14.88,-67:18:25.9,,,,,,,,,,,10.20,0.80,6.36,0.68,,,1.89,0.47,,,,,,,,,-0.97,0.12,3
316,053819-711225,05:38:19.58,-71:12:25.6,,,,,211,43,204,25,,,38.3,2.5,24.6,2.5,,,5.14,0.60,,,,,,,,,-1.10,0.23,5
317,053822-643726,05:38:22.97,-64:37:26.4,,,,,,,,,,,12.0,1.5,5.61,0.63,,,,,,,,,,,,,-1.50,0.64,2
318,053824-704426,05:38:24.10,-70:44:26.5,,,,,,,,,,,14.30,0.90,11.0,1.1,,,1.88,0.38,,,,,,,,,-1.21,0.10,3
319,053824-712829,05:38:24.34,-71:28:30.0,,,,,,,,,,,26.2,2.3,14.3,1.5,,,3.58,0.45,,,,,,,,,-1.13,0.15,3
320,053831-633505,05:38:31.46,-63:35:05.3,,,,,,,,,,,17.6,1.1,11.2,1.1,,,,,,,,,,,,,-0.90,0.59,2
321,053835-732529,05:38:35.86,-73:25:29.6,,,,,,,,,,,12.1,1.5,7.68,0.85,,,,,,,,,,,,,-0.90,0.64,2
322,053837-641140,05:38:37.03,-64:11:40.6,,,,,,,,,,,7.6,1.0,3.66,0.41,,,,,,,,,,,,,-1.44,0.54,2
323,053837-655714,05:38:37.18,-65:57:15.1,,,,,,,,,,,,,3.42,0.59,,,,,,,,,,,,,,,
324,061656-691545,06:16:56.21,-69:15:45.7,1398,64,1180,28,1003,16,859,12,,,369,11,,,133.0,9.0,,,114.0,6.0,,,85.0,4.0,89.0,4.0,-0.564,0.038,8
325,053853-654722,05:38:53.86,-65:47:22.5,,,,,,,,,,,15.0,1.7,8.08,0.92,,,,,,,,,,,,,-1.22,0.65,2
326,053855-633244,05:38:55.58,-63:32:44.5,681,74,534,28,420,15,318,12,,,105.2,3.3,51.1,5.1,,,,,,,,,,,,,-0.90,0.17,6
327,053901-630717,05:39:01.34,-63:07:17.8,,,,,,,,,,,10.6,1.2,4.17,0.67,,,,,,,,,,,,,-1.84,0.64,2
328,053913-634851,05:39:13.51,-63:48:51.5,390,92,316,33,223,15,154,13,,,42.5,1.6,25.0,2.5,,,,,,,,,,,,,-1.00,0.26,6
329,053914-671957,05:39:14.14,-67:19:57.7,,,,,,,,,,,13.9,1.2,5.17,0.61,,,,,,,,,,,,,-1.95,0.49,2
330,053916-651100,05:39:16.27,-65:11:01.0,,,,,,,,,,,,,3.79,0.42,,,,,,,,,,,,,,,
331,053916-664918,05:39:16.87,-66:49:18.1,,,,,,,,,,,16.6,1.0,8.57,0.89,,,2.74,0.28,,,,,,,,,-1.009,0.080,3
332,053916-730551,05:39:16.34,-73:05:51.7,,,186,42,201,22,148,14,,,60.3,2.3,30.5,3.1,,,,,,,,,,,,,-0.74,0.28,5
333,053917-703409,05:39:17.98,-70:34:09.5,,,,,,,,,,,9.3,1.2,3.70,0.38,,,,,,,,,,,,,-1.82,0.57,2
334,053931-655805,05:39:31.58,-65:58:05.9,,,,,,,,,,,13.4,1.1,5.85,0.65,,,,,,,,,,,,,-1.64,0.45,2
335,060533-733419,06:05:33.53,-73:34:19.9,1427,84,994,30,850,18,753,15,,,227.6,6.9,133,13,,,,,,,,,,,,,-0.828,0.087,6
336,044211-713145,04:42:11.04,-71:31:45.1,425,68,325,27,296,18,206,12,,,58.9,3.1,29.4,2.9,,,5.44,0.65,,,,,,,,,-1.07,0.12,7
337,053934-654136,05:39:34.75,-65:41:36.6,,,,,,,,,,,6.7,1.0,2.97,0.30,,,,,,,,,,,,,-1.60,0.56,2
338,053936-683316,05:39:36.00,-68:33:16.2,,,,,,,,,,,,,3.76,0.38,,,,,,,,,,,,,,,
339,053939-673422,05:39:39.86,-67:34:22.8,,,,,130,27,108,27,,,19.00,0.90,9.43,0.97,,,,,,,,,,,,,-1.21,0.40,4
340,053946-712611,05:39:46.75,-71:26:11.4,,,,,,,,,,,11.2,1.3,5.66,0.63,,,,,,,,,,,,,-1.35,0.58,2
341,053948-625503,05:39:48.55,-62:55:03.7,,,,,,,,,,,21.2,1.3,,,,,,,,,,,,,,,,,
342,053955-640335,05:39:55.42,-64:03:35.3,,,,,,,,,,,8.0,1.0,5.43,0.60,,,,,,,,,,,,,-0.76,0.54,2
343,053955-711001,05:39:55.75,-71:10:01.2,,,,,,,,,,,39.2,2.5,,,,,18.9,1.9,,,14.4,1.6,,,,,-0.43,0.12,3
344,054002-722217,05:40:02.81,-72:22:17.4,518,81,416,32,352,18,269,12,,,77.1,2.5,44.9,4.5,,,,,,,,,,,,,-0.89,0.19,6
345,054002-735616,05:40:02.78,-73:56:16.8,,,,,178,22,252,16,,,253,10,155,16,39.0,6.0,,,,,,,,,,,-0.42,0.19,5
346,054003-663936,05:40:03.53,-66:39:36.7,,,,,,,82,21,,,19.0,1.0,11.2,1.1,,,3.49,0.51,,,,,,,,,-1.00,0.36,4
347,060721-692625,06:07:21.53,-69:26:25.4,261,67,181,23,139,14,141,12,,,48.5,2.2,31.7,3.2,,,,,,,,,,,,,-0.72,0.27,6
348,054018-643606,05:40:18.22,-64:36:06.5,,,,,,,,,,,8.8,1.1,4.54,0.49,,,,,,,,,,,,,-1.31,0.55,2
349,054020-712421,05:40:21.00,-71:24:21.2,1920,120,1425,52,1122,25,922,18,,,232.4,8.5,141,14,30.0,6.0,44.9,4.5,,,,,,,,,-0.985,0.096,7
350,054026-632043,05:40:26.74,-63:20:43.4,,,390,24,330,13,227,12,,,62.9,2.1,36.6,3.7,,,,,,,,,,,,,-0.963,0.096,5
351,054028-625601,05:40:28.80,-62:56:01.7,,,,,,,,,,,6.7,1.3,,,,,,,,,,,,,,,,,
352,054031-631511,05:40:31.08,-63:15:11.5,2581,60,1902,26,1608,16,,,930,120,220.6,6.7,,,,,,,,,,,,,,,-1.00,0.27,5
353,054037-713843,05:40:37.78,-71:38:43.4,,,600,84,300,30,265,19,,,77.6,3.7,33.6,3.4,,,12.1,1.2,,,5.51,0.63,,,,,-1.03,0.12,7
354,054037-740157,05:40:37.37,-74:01:57.4,,,,,,,,,,,27.2,4.0,9.59,0.98,,,,,,,,,,,,,-2.06,0.96,2
355,054044-665510,05:40:44.40,-66:55:10.6,,,,,,,,,,,9.40,0.90,4.26,0.48,,,,,,,,,,,,,-1.56,0.45,2
356,054049-663416,05:40:49.87,-66:34:16.0,,,167,36,153,16,127,14,,,48.2,1.7,32.3,3.2,,,11.1,1.1,,,6.00,0.68,,,,,-0.77,0.14,7
357,054049-704759,05:40:49.10,-70:47:59.3,,,,,,,,,,,23.5,1.1,14.7,1.5,,,2.60,0.35,,,,,,,,,-1.284,0.087,3
