# col1   Name            RA            DEC            Peak        Peak_err        Flux        Flux_err        rms  
  741    050710-714404   05:07:10.36   -71:44:03.91   142.0       3               147.6       0.5             0.71     
  742    050713-662712   05:07:14.28   -66:27:18.01   10.0        ...             10.0        1               0.57     
  743    050714-650438   05:07:14.04   -65:04:39.37   10.0        ...             11.0        1               0.77     
  744    050715-724215   05:07:14.12   -72:42:21.27   9.0         ...             10.0        1               1.07     
  745    050716-652107   05:07:16.31   -65:21:06.24   38.0        ...             45.2        0.3             0.65     
  746    050716-683222   05:07:13.51   -68:32:21.77   5.0         1               5.1         0.1             0.56     
  747    050717-675248   05:07:17.32   -67:52:46.31   17.0        2               19.1        0.4             0.51     
  748    050717-665647   05:07:17.48   -66:56:44.92   99.0        2               105.7       0.4             0.68     
  749    050718-661250   05:07:17.37   -66:12:49.47   5.0         ...             5.7         0.6             0.52     
  750    050719-720143   05:07:20.05   -72:01:44.19   32.0        ...             32.0        3               0.78     
  751    050721-715945   05:07:19.05   -71:59:59.09   8.0         ...             8.8         0.9             0.78     
  752    050724-662103   05:07:24.03   -66:21:01.14   15.0        ...             15.0        2               0.52     
  753    050726-655513   05:07:25.71   -65:55:14.58   47.0        ...             56.6        0.4             0.74     
  754    050727-672423   05:07:27.85   -67:24:23.21   4.0         ...             4.3         0.4             0.66     
  755    050731-661514   05:07:30.85   -66:15:23.80   4.0         ...             4.5         0.5             0.52     
  756    050732-711223   05:07:31.78   -71:12:19.52   9.0         ...             9.4         0.9             0.56     
  757    050735-715234   05:07:35.58   -71:52:37.35   102.0       ...             109.5       0.3             0.71     
  758    050737-653056   05:07:37.61   -65:30:54.89   27.0        ...             28.0        3               0.59     
  759    050743-675539   05:07:43.36   -67:55:40.37   15.0        ...             15.0        2               0.64     
  760    050743-651410   05:07:43.94   -65:14:03.92   7.0         ...             7.8         0.8             0.65     
  761    050743-695740   05:07:44.49   -69:57:39.95   11.0        1               11.1        0.1             0.49     
  762    050745-652624   05:07:44.25   -65:26:18.88   6.0         1               5.6         0.1             0.59     
  763    050748-665216   05:07:48.46   -66:52:09.86   6.0         1               5.9         0.1             0.55     
  764    050749-680938   05:07:49.53   -68:09:32.38   16.0        ...             17.0        2               0.73     
  765    050750-714111   05:07:49.61   -71:41:12.32   51.0        ...             57.6        0.3             0.71     
  766    050755-673211   05:07:54.87   -67:32:01.87   4.0         ...             4.1         0.4             0.64     
  767    050801-702342   05:08:01.15   -70:23:46.73   4.7         0.5             4.72        0.05            0.46     
  768    050801-680931   05:08:00.26   -68:09:35.55   5.0         ...             5.1         0.5             0.73     
  769    050804-665502   05:08:03.57   -66:54:59.46   4.0         1               4.5         0.1             0.68     
  770    050805-690153   05:08:05.51   -69:01:53.70   13.0        ...             14.0        1               0.98     
  771    050806-723928   05:08:03.14   -72:39:34.07   5.0         ...             5.9         0.6             1.18     
  772    050807-673007   05:08:06.41   -67:30:05.26   5.0         ...             5.8         0.6             0.59     
  773    050808-655007   05:08:08.83   -65:50:07.59   3.0         ...             3.1         0.3             0.53     
  774    050808-724748   05:08:10.93   -72:47:34.22   6.0         ...             6.0         0.6             1.18     
  775    050810-721056   05:08:10.02   -72:10:40.73   7.0         ...             7.3         0.7             0.73     
  776    050811-680609   05:08:15.93   -68:05:55.91   15.0        2               76.0        2               0.65     
  777    050813-674614   05:08:13.38   -67:46:08.05   24.0        ...             25.0        2               0.55     
  778    050821-680517   05:08:15.93   -68:05:55.91   15.0        2               76.0        2               0.65     
  779    050822-695528   05:08:21.79   -69:55:25.76   8.0         1               8.4         0.1             0.49     
  780    050824-690458   05:08:24.25   -69:04:58.53   20.0        10              11.0        1               0.82     
  781    050826-673939   05:08:27.43   -67:39:41.83   3.0         ...             3.2         0.3             0.55     
  782    050827-702131   05:08:26.73   -70:21:30.46   8.0         ...             8.7         0.9             0.43     
  783    050827-674601   05:08:29.21   -67:46:12.64   9.0         ...             10.0        1               0.55     
  784    050829-691102   05:08:29.16   -69:11:02.83   40.0        ...             65.3        0.5             0.73     
  785    050831-720759   05:08:31.21   -72:08:16.21   8.0         ...             8.1         0.8             0.6      
  786    050831-670618   05:08:31.14   -67:06:15.04   151.0       ...             182.3       0.4             0.75     
  787    050831-650835   05:08:31.28   -65:08:34.24   16.0        ...             17.0        2               0.77     
  788    050839-662907   05:08:39.17   -66:29:05.96   17.0        1               17.4        0.1             0.57     
  789    050845-715122   05:08:42.27   -71:51:20.97   4.0         ...             4.1         0.4             0.53     
  790    050846-721858   05:08:45.56   -72:19:02.51   18.0        2               41.8        0.9             0.73     
  791    050847-660300   05:08:46.62   -66:02:48.13   3.0         ...             3.8         0.4             0.53     
  792    050847-654120   05:08:47.05   -65:41:17.13   11.6        0.9             11.61       0.09            0.53     
  793    050851-694317   05:08:52.71   -69:43:25.87   3.0         ...             3.9         0.4             0.52     
  794    050852-695824   05:08:49.91   -69:58:25.77   2.0         ...             2.7         0.3             0.45     
  795    050853-671018   05:08:53.22   -67:10:18.34   7.0         ...             7.2         0.7             0.74     
  796    050854-671533   05:08:55.58   -67:15:49.10   3.0         ...             3.7         0.4             0.74     
  797    050855-722549   05:08:54.97   -72:25:48.29   53.0        ...             68.2        0.5             0.97     
  798    050900-714054   05:09:01.63   -71:40:56.60   4.0         ...             4.6         0.5             0.53     
  799    050900-673621   05:09:00.74   -67:36:21.12   5.0         ...             5.7         0.6             0.64     
  800    050901-651751   05:09:01.37   -65:17:47.35   13.0        ...             13.0        1               0.65     
  801    050904-660542   05:09:04.84   -66:05:53.25   3.0         ...             3.7         0.4             0.53     
  802    050907-712242   05:09:06.99   -71:22:40.12   33.0        ...             36.6        0.3             0.55     
  803    050914-652520   05:09:14.09   -65:25:30.29   7.0         ...             7.0         0.7             0.62     
  804    050914-690350   05:09:14.41   -69:03:51.09   12.0        2               12.1        0.2             0.98     
  805    050916-714736   05:09:16.73   -71:47:29.43   4.0         ...             4.3         0.4             0.53     
  806    050920-670323   05:09:22.35   -67:03:26.39   4.0         ...             4.9         0.5             0.75     
  807    050921-652857   05:09:21.76   -65:28:56.28   17.0        1               17.2        0.1             0.62     
  808    050921-692403   05:09:20.66   -69:23:59.79   8.0         1               7.6         0.1             0.73     
