# col1   Name            RA            DEC            Peak         Peak_err         Flux         Flux_err         rms  
  294    045042-684922   04:50:42.20   -68:49:25.57   10.2         0.9              14.0         1.0              0.92      
  295    045044-651737   04:50:43.62   -65:17:34.78   29.0         0.6              38.5         0.9              0.67      
  296    045046-692337   04:50:44.96   -69:23:34.42   12.0         2.0              14.0         2.0              1.56      
  297    045047-664800   04:50:46.73   -66:47:56.52   33.7         0.8              42.0         1.0              0.81      
  298    045052-720245   04:50:52.02   -72:02:42.32   7.7          0.6              9.9          0.8              0.65      
  299    045103-713055   04:51:02.14   -71:30:51.99   13.1         0.7              16.0         1.0              0.78      
  300    045107-664947   04:51:05.69   -66:49:28.69   102.0        1.0              142.0        1.0              0.81      
  301    045107-674958   04:51:06.79   -67:49:58.29   31.9         0.7              39.1         0.9              0.77      
  302    045113-690849   04:51:12.30   -69:08:46.17   8.0          1.0              13.0         3.0              1.39      
  303    045114-693142   04:51:13.32   -69:31:45.21   263.0        1.0              343.0        2.0              1.56      
  304    045119-722107   04:51:18.96   -72:21:06.34   111.8        0.7              143.8        0.9              0.7       
  305    045120-670954   04:51:20.38   -67:09:48.67   18.3         0.8              21.0         1.0              0.87      
  306    045124-740429   04:51:23.18   -74:04:20.16   12.0         2.0              16.0         2.0              1.63      
  307    045130-714412   04:51:29.23   -71:44:11.53   39.6         0.6              47.0         0.8              0.66      
  308    045133-731935   04:51:31.89   -73:19:30.05   4.9          0.8              6.0          1.0              0.8       
  309    045134-735800   04:51:33.35   -73:58:01.93   28.0         1.0              34.0         2.0              1.25      
  310    045136-741320   04:51:31.67   -74:13:16.49   9.0          2.0              12.0         2.0              1.63      
  311    045136-704325   04:51:36.82   -70:43:31.43   7.0          2.0              10.0         2.0              1.54      
  312    045142-653132   04:51:42.39   -65:31:37.02   3.5          0.7              5.0          1.0              0.67      
  313    045145-713813   04:51:44.38   -71:38:14.95   8.0          0.8              10.0         1.0              0.78      
  314    045145-693628   04:51:44.64   -69:36:31.73   13.0         1.0              17.0         2.0              1.56      
  315    045148-722323   04:51:47.39   -72:23:25.67   8.4          0.7              9.9          0.9              0.7       
  316    045149-651136   04:51:47.77   -65:11:21.25   4.5          0.7              8.0          2.0              0.8       
  317    045153-654006   04:51:52.51   -65:40:04.45   3.8          0.7              4.3          0.7              0.74      
  318    045154-732442   04:51:53.20   -73:24:35.23   35.0         1.0              42.0         1.0              1.06      
  319    045157-711937   04:51:56.45   -71:19:39.94   24.3         0.8              31.0         1.0              0.89      
  320    045157-651343   04:51:58.15   -65:13:36.23   3.8          0.7              5.0          1.0              0.67      
  321    045158-684532   04:51:57.73   -68:45:30.41   7.0          1.0              9.0          2.0              1.1       
  322    045207-682236   04:52:05.71   -68:22:35.14   21.0         1.0              36.0         2.0              1.06      
  323    045208-710659   04:52:08.61   -71:06:46.05   6.4          0.8              10.0         1.0              0.89      
  324    045212-671253   04:52:11.67   -67:12:55.35   15.2         0.8              19.0         1.0              0.87      
  325    045214-712425   04:52:11.49   -71:24:28.36   4.4          0.7              13.0         4.0              0.78      
  326    045215-733645   04:52:15.06   -73:36:42.39   54.0         1.0              69.0         1.0              1.06      
  327    045217-723406   04:52:16.84   -72:34:03.78   26.0         0.6              34.2         0.9              0.66      
  328    045221-682306   04:52:20.17   -68:23:04.68   155.0        1.0              195.0        1.0              1.06      
  329    045221-643126   04:52:19.17   -64:31:31.59   7.0          1.0              10.0         3.0              1.32      
  330    045230-710810   04:52:30.08   -71:08:05.32   15.8         0.8              22.0         1.0              0.89      
  331    045234-650540   04:52:33.40   -65:05:38.91   14.6         0.8              17.2         0.9              0.8       
  332    045244-650946   04:52:43.76   -65:09:43.87   15.1         0.8              17.2         0.9              0.8       
  333    045246-691253   04:52:46.43   -69:12:51.23   14.0         1.0              23.0         2.0              1.39      
  334    045247-644645   04:52:49.90   -64:46:11.53   8.0          1.0              18.0         3.0              1.25      
  335    045249-670718   04:52:48.78   -67:07:18.63   40.7         0.8              53.0         1.0              0.87      
  336    045249-722836   04:52:48.34   -72:28:17.82   7.0          0.6              11.0         1.0              0.66      
  337    045253-653600   04:52:54.23   -65:36:04.36   6.7          0.8              12.0         1.0              0.82      
  338    045253-713407   04:52:52.66   -71:34:06.01   25.9         0.8              28.9         0.9              0.78      
  339    045256-652813   04:52:56.39   -65:28:11.62   73.7         0.7              96.0         0.9              0.74      
  340    045257-714247   04:52:56.19   -71:42:49.86   4.3          0.6              6.0          1.0              0.66      
  341    045258-675505   04:52:57.55   -67:55:03.81   33.0         0.7              42.5         0.9              0.7       
  342    045302-680311   04:53:01.53   -68:03:10.27   48.0         1.0              79.0         2.0              1.06      
  343    045303-734153   04:53:01.82   -73:41:53.53   15.0         1.0              17.0         2.0              1.06      
  344    045312-655320   04:53:11.90   -65:53:16.58   6.0          0.8              7.0          1.0              0.82      
  345    045313-731501   04:53:10.99   -73:14:58.30   28.5         0.8              36.0         1.0              0.8       
  346    045313-703122   04:53:13.89   -70:31:20.06   14.0         1.0              16.0         1.0              1.29      
  347    045317-695238   04:53:15.18   -69:52:31.61   11.0         1.0              16.0         2.0              1.45      
  348    045318-642817   04:53:18.28   -64:28:21.18   10.0         1.0              17.0         2.0              1.32      
  349    045318-641639   04:53:17.72   -64:16:37.90   21.0         1.0              25.0         2.0              1.32      
  350    045323-723228   04:53:21.35   -72:32:29.85   3.4          0.7              4.0          0.9              0.66      
  351    045331-660208   04:53:31.34   -66:01:58.77   5.0          0.9              9.0          2.0              0.95      
  352    045333-704026   04:53:32.20   -70:40:26.29   76.0         1.0              92.0         2.0              1.13      
  353    045338-702807   04:53:37.14   -70:28:10.66   253.0        1.0              309.0        2.0              1.29      
  354    045339-651439   04:53:38.60   -65:14:35.72   5.3          0.7              13.0         2.0              0.74      
  355    045342-664936   04:53:40.98   -66:49:39.05   6.0          1.0              11.0         2.0              1.02      
  356    045344-693731   04:53:44.00   -69:37:29.33   36.0         2.0              47.0         2.0              1.68      
  357    045345-650916   04:53:45.04   -65:09:13.23   13.0         0.8              15.1         0.9              0.78      
  358    045346-701811   04:53:45.36   -70:18:08.78   44.0         1.0              52.0         2.0              1.33      
  359    045352-710317   04:53:53.10   -71:03:14.27   9.5          0.9              11.0         1.0              0.89      
  360    045354-692131   04:53:53.32   -69:21:30.67   66.0         2.0              82.0         2.0              1.68      
